NAME,Flag
THE PRENDA GROUP LLC,2023 registered House lobbyist
"Roberti Global (f/k/a Roberti White, LLC)",2023 registered House lobbyist
"VERSANT STRATEGIES LLC (formerly known as WOLFF STRATEGIES, LLC.)",2023 registered House lobbyist
"D-Fend Solutions, Inc.",2023 registered House lobbyist
PARADIGM OPERATIONS LP,2023 registered House lobbyist
Hill Strategy LLC,2023 registered House lobbyist
"The Farley Group, Inc.",2023 registered House lobbyist
"SALVO STRATEGIES, LLC",2023 registered House lobbyist
SALVO STRATEGIES,2023 registered House lobbyist
POTOMAC PARTNERS DC,2023 registered House lobbyist
Hillcrest Strategies LLC (FKA NICHOLAS FLOCKEN),2023 registered House lobbyist
"Collier Collective, LLC",2023 registered House lobbyist
CRESCO LABS LLC,2023 registered House lobbyist
Equitrans Midstream Corporation,2023 registered House lobbyist
"The Charles Group, LLC",2023 registered House lobbyist
Hettinger Strategy Group LLC,2023 registered House lobbyist
Avenue Solutions,2023 registered House lobbyist
"TRUE ANOMALY, INC.",2023 registered House lobbyist
Liz Williams and Company,2023 registered House lobbyist
Davenport Policy,2023 registered House lobbyist
"Mindset Advocacy, LLC (FKA Cypress Advocacy, LLC)",2023 registered House lobbyist
"OSCAR POLICY GROUP, LLC",2023 registered House lobbyist
The Roosevelt Group,2023 registered House lobbyist
VALCOUR LLC,2023 registered House lobbyist
Ice Miller Strategies LLC,2023 registered House lobbyist
LEMMA STRATEGIES INC,2023 registered House lobbyist
"Aerospace Intelligence, LLC",2023 registered House lobbyist
"38 North Solutions, LLC",2023 registered House lobbyist
Lucas | Compton,2023 registered House lobbyist
Pet Industry Joint Advisory Council,2023 registered House lobbyist
"AH Capital Management, L.L.C. (d/b/a Andreessen Horowitz)",2023 registered House lobbyist
HSA Strategies,2023 registered House lobbyist
LAW OFFICES OF EDWARD M RUCKERT,2023 registered House lobbyist
UNIVERSITY OF SOUTHERN CALIFORNIA,2023 registered House lobbyist
Siekman and Siekman LLC,2023 registered House lobbyist
"Riot Platforms, Inc.",2023 registered House lobbyist
"MZ Advising, LLC",2023 registered House lobbyist
FIGS,2023 registered House lobbyist
"Pike Associates, LLC",2023 registered House lobbyist
Caterpillar Inc.,2023 registered House lobbyist
FMC Corporation,2023 registered House lobbyist
DON MURPHY CAPITOL CONSULTING,2023 registered House lobbyist
"The Jerry Costello Group, LLC",2023 registered House lobbyist
WASHINGTON NAVIGATORS,2023 registered House lobbyist
CAPITAL PARK PARTNERS LLC,2023 registered House lobbyist
DONOVAN STRATEGIES LLC,2023 registered House lobbyist
NEXTNAV INC.,2023 registered House lobbyist
Constantinople & Vallone Consulting LLC,2023 registered House lobbyist
WAKE FOREST BAPTIST MEDICAL CENTER AFFILIATE OF ADVOCATE HEALTH,2023 registered House lobbyist
Jochmans Consulting LLC,2023 registered House lobbyist
"UNFI, Inc.",2023 registered House lobbyist
"HillStaffer, LLC",2023 registered House lobbyist
"Hooper, Lundy & Bookman, P.C.",2023 registered House lobbyist
DMM CONSULTING LLC,2023 registered House lobbyist
Broydrick & Associates,2023 registered House lobbyist
Strategic Health Care,2023 registered House lobbyist
MANATOS & MANATOS,2023 registered House lobbyist
Kelley Drye & Warren LLP,2023 registered House lobbyist
Polsinelli PC,2023 registered House lobbyist
"Agora Consulting, LLC",2023 registered House lobbyist
"Altrius Group, LLC",2023 registered House lobbyist
EXIGENT GOVERNMENT RELATIONS,2023 registered House lobbyist
"KD GOVERNMENT RELATIONS, LLC",2023 registered House lobbyist
JOHN J. FASO CONSULTING LLC,2023 registered House lobbyist
EMILY HETHERINGTON,2023 registered House lobbyist
National Domestic Violence Hotline,2023 registered House lobbyist
"Caprock Strategies, LLC",2023 registered House lobbyist
Taylor Strategies,2023 registered House lobbyist
The Spectrum Group,2023 registered House lobbyist
Mr. Robert Talley,2023 registered House lobbyist
Tremont Strategies Group LLC,2023 registered House lobbyist
Echelon Government Affairs,2023 registered House lobbyist
"BAYADA HEARTS FOR HOME CARE, INC.",2023 registered House lobbyist
"PLATINUM ADVISORS DC, LLC",2023 registered House lobbyist
EHRLICH & ASSOCIATES,2023 registered House lobbyist
"Cumberland Gap Consulting, LLC",2023 registered House lobbyist
CHW ADVISORS,2023 registered House lobbyist
"MERCHANT MCINTYRE & ASSOCIATES, LLC",2023 registered House lobbyist
James Dykstra,2023 registered House lobbyist
Downs Government Affairs,2023 registered House lobbyist
"Barker Leavitt, PLLC",2023 registered House lobbyist
"PARK GOVERNMENT RELATIONS, LLC",2023 registered House lobbyist
"FIRST PRINCIPLES STRATEGIES, LLC",2023 registered House lobbyist
LPTV BROADCASTERS ASSOCIATION,2023 registered House lobbyist
WISCONSIN FARM BUREAU FEDERATION,2023 registered House lobbyist
National Trust for Historic Preservation,2023 registered House lobbyist
Copenhagen Infrastructure Partners Inc.,2023 registered House lobbyist
"LEON CONSULTANTS, LLC",2023 registered House lobbyist
Gordon Thomas Honeywell Governmental Affairs,2023 registered House lobbyist
"Open Society Policy Center, Inc.",2023 registered House lobbyist
Blinded Veterans Association,2023 registered House lobbyist
"Tai Ginsberg & Associates, LLC",2023 registered House lobbyist
Washington Matters LLC,2023 registered House lobbyist
"Smith Advocacy Group, LLC",2023 registered House lobbyist
Entegris,2023 registered House lobbyist
Serlin Haley LLP,2023 registered House lobbyist
WIDERCHANGE LLC,2023 registered House lobbyist
Ashland Inc (previously known as Ashland LLC),2023 registered House lobbyist
"Warwick Group Consultants, LLC",2023 registered House lobbyist
"RECORDED FUTURE, INC.",2023 registered House lobbyist
RELATIVITY SPACE,2023 registered House lobbyist
"Sonosky, Chambers, Sachse, Endreson & Perry, LLP",2023 registered House lobbyist
"OMEGA STRATEGIES, LLC.",2023 registered House lobbyist
"ALLON ADVOCACY, LLC",2023 registered House lobbyist
Koch Industries,Koch
Alliant Techsystems,Firearm manufacturer
Storm Cat Energy (USA) Operating Corporation,"Oil company with active lease in MT, potentially other states"
American Midwest Oil & Gas Corp.,"Oil company with active lease in MT, potentially other states"
"Pinnacle Energy Group, LLC","Oil company with active lease in MT, potentially other states"
Brandon Oil Company,"Oil company with active lease in MT, potentially other states"
"Interstate Explorations, LLC","Oil company with active lease in MT, potentially other states"
"Darrah Oil Company, LLC","Oil company with active lease in MT, potentially other states"
"Campanella, George L","Oil company with active lease in MT, potentially other states"
"Bowers Oil & Gas, Inc.","Oil company with active lease in MT, potentially other states"
Rimrock Colony,"Oil company with active lease in MT, potentially other states"
"Lonewolf Operating, LLC","Oil company with active lease in MT, potentially other states"
Continental Resources Inc,"Oil company with active lease in MT, potentially other states"
Western Natural Gas Company,"Oil company with active lease in MT, potentially other states"
Jurassic Resources Development NA LLC,"Oil company with active lease in MT, potentially other states"
"Saga Petroleum, LLC","Oil company with active lease in MT, potentially other states"
Beartooth Oil & Gas Company,"Oil company with active lease in MT, potentially other states"
"Anadarko Minerals, Inc.","Oil company with active lease in MT, potentially other states"
"Brainstorm Energy, Inc.","Oil company with active lease in MT, potentially other states"
Unit Petroleum Company,"Oil company with active lease in MT, potentially other states"
J H Oil Company (James Hofland),"Oil company with active lease in MT, potentially other states"
"Parsell, R. W.","Oil company with active lease in MT, potentially other states"
NorthWestern Corporation,"Oil company with active lease in MT, potentially other states"
BBX Operating Co. LLC,"Oil company with active lease in MT, potentially other states"
"Great Plains Energy, Inc.","Oil company with active lease in MT, potentially other states"
Western Meadowlark Resources LLC,"Oil company with active lease in MT, potentially other states"
SM Energy Company,"Oil company with active lease in MT, potentially other states"
"Decker Operating Company, L.L.C.","Oil company with active lease in MT, potentially other states"
Mystique Resources Company,"Oil company with active lease in MT, potentially other states"
"R & A Oil, Inc.","Oil company with active lease in MT, potentially other states"
"D90 Energy, LLC","Oil company with active lease in MT, potentially other states"
"Armstrong Operating, Inc.","Oil company with active lease in MT, potentially other states"
"SOGC, Inc.","Oil company with active lease in MT, potentially other states"
"Noble Energy, Inc.","Oil company with active lease in MT, potentially other states"
Empire North Dakota LLC,"Oil company with active lease in MT, potentially other states"
"Bye, April & Scott","Oil company with active lease in MT, potentially other states"
Stearns Oil Company LLC,"Oil company with active lease in MT, potentially other states"
Chaco Energy Company,"Oil company with active lease in MT, potentially other states"
Keesun Corporation,"Oil company with active lease in MT, potentially other states"
"Montana Land & Exploration, Inc.","Oil company with active lease in MT, potentially other states"
"Walter S. Fees, Jr. & Son Oil & Gas LLC","Oil company with active lease in MT, potentially other states"
"TSAVOIL, LLC","Oil company with active lease in MT, potentially other states"
Enerplus Resources USA Corporation,"Oil company with active lease in MT, potentially other states"
Solomon Exploration Inc.,"Oil company with active lease in MT, potentially other states"
"Ursa Major (Crow OG), LLC","Oil company with active lease in MT, potentially other states"
"Robinson Oil Company, LLC","Oil company with active lease in MT, potentially other states"
"Forza Operating, LLC","Oil company with active lease in MT, potentially other states"
Artex Oil Company,"Oil company with active lease in MT, potentially other states"
"BAIN Resources, Inc.","Oil company with active lease in MT, potentially other states"
"FX Drilling Company, Inc.","Oil company with active lease in MT, potentially other states"
"DL Energy, LLC","Oil company with active lease in MT, potentially other states"
FH Petroleum Corp.,"Oil company with active lease in MT, potentially other states"
"Northern Oil Production, Inc.","Oil company with active lease in MT, potentially other states"
"Ranck Oil Company, Inc.","Oil company with active lease in MT, potentially other states"
T.W.O. (Taylor Well Operating),"Oil company with active lease in MT, potentially other states"
"CWT Operating, LLC","Oil company with active lease in MT, potentially other states"
"Earthstone Energy, Inc.","Oil company with active lease in MT, potentially other states"
Comanche Drilling Company,"Oil company with active lease in MT, potentially other states"
"Grayson Mill Operating, LLC","Oil company with active lease in MT, potentially other states"
"D & H Energy, LLC","Oil company with active lease in MT, potentially other states"
Fidelity Exploration & Production Co.,"Oil company with active lease in MT, potentially other states"
"Mountain View Energy, Inc.","Oil company with active lease in MT, potentially other states"
Cut Bank Gas Company,"Oil company with active lease in MT, potentially other states"
"Denbury Onshore, LLC","Oil company with active lease in MT, potentially other states"
ANG Holding (USA) Corp.,"Oil company with active lease in MT, potentially other states"
D & M Welding LLC,"Oil company with active lease in MT, potentially other states"
"Ramhorn Energy, LLC","Oil company with active lease in MT, potentially other states"
"Hofland, James D.","Oil company with active lease in MT, potentially other states"
"Wesco Operating, Inc.","Oil company with active lease in MT, potentially other states"
Reserve Operating Corp.,"Oil company with active lease in MT, potentially other states"
Bluebonnet Energy Corporation,"Oil company with active lease in MT, potentially other states"
"Miller, Frank I.","Oil company with active lease in MT, potentially other states"
"Kykuit Resources, LLC","Oil company with active lease in MT, potentially other states"
Tyler Oil Company,"Oil company with active lease in MT, potentially other states"
"Omimex Canada, Ltd.","Oil company with active lease in MT, potentially other states"
Equinor Energy LP,"Oil company with active lease in MT, potentially other states"
"Earthstone Operating, LLC","Oil company with active lease in MT, potentially other states"
Diamond Oil & Gas LLC,"Oil company with active lease in MT, potentially other states"
Wyoming Resources Corporation,"Oil company with active lease in MT, potentially other states"
"Northland Holdings, Inc.","Oil company with active lease in MT, potentially other states"
Hardrock Oil Company,"Oil company with active lease in MT, potentially other states"
"Sannes, Ronald M. Or Margaret Ann","Oil company with active lease in MT, potentially other states"
"MBI Oil and Gas, LLC","Oil company with active lease in MT, potentially other states"
Tyler Rockies Exploration Ltd,"Oil company with active lease in MT, potentially other states"
Potlatch Oil & Refining Co,"Oil company with active lease in MT, potentially other states"
"Remuda Energy Development, LLC","Oil company with active lease in MT, potentially other states"
"Samson Oil and Gas USA, Inc.","Oil company with active lease in MT, potentially other states"
"MOGO Reagan, LLC","Oil company with active lease in MT, potentially other states"
XTO Energy Inc.,"Oil company with active lease in MT, potentially other states"
"Alme, Henry A.","Oil company with active lease in MT, potentially other states"
Slow Poke Production-George L. Dobson Dba,"Oil company with active lease in MT, potentially other states"
"H&R Energy, LLC","Oil company with active lease in MT, potentially other states"
Energy Corporation of America,"Oil company with active lease in MT, potentially other states"
"Montana Energy Company, LLC","Oil company with active lease in MT, potentially other states"
Missouri River Royalty Corporation,"Oil company with active lease in MT, potentially other states"
"Woods, Pete Or Maxine","Oil company with active lease in MT, potentially other states"
J.J. Bunkirt Oil & Gas Corp.,"Oil company with active lease in MT, potentially other states"
"Kraken Operating, LLC","Oil company with active lease in MT, potentially other states"
"EMEP Operating, LLC","Oil company with active lease in MT, potentially other states"
Sands Oil Company,"Oil company with active lease in MT, potentially other states"
Bootstrap Oil LLC,"Oil company with active lease in MT, potentially other states"
Ovintiv USA Inc.,"Oil company with active lease in MT, potentially other states"
"Vecta Oil & Gas, Ltd.","Oil company with active lease in MT, potentially other states"
"Highline Exploration, Inc.","Oil company with active lease in MT, potentially other states"
Macum Energy Inc.,"Oil company with active lease in MT, potentially other states"
"Prima Exploration, Inc.","Oil company with active lease in MT, potentially other states"
"Rim Operating, Inc.","Oil company with active lease in MT, potentially other states"
Petroleum Engineering & Management Corp.,"Oil company with active lease in MT, potentially other states"
Alta Vista Oil Corporation,"Oil company with active lease in MT, potentially other states"
Chelin LLC,"Oil company with active lease in MT, potentially other states"
"Presco, Inc.","Oil company with active lease in MT, potentially other states"
Eagle Creek Colony,"Oil company with active lease in MT, potentially other states"
Morken Production LLC,"Oil company with active lease in MT, potentially other states"
"Buckley, Michael T.","Oil company with active lease in MT, potentially other states"
"McCullis Resources Co., Inc.","Oil company with active lease in MT, potentially other states"
"A&S Mineral Development Company, LLC","Oil company with active lease in MT, potentially other states"
Neptune Operating LLC,"Oil company with active lease in MT, potentially other states"
M & K Oil Company,"Oil company with active lease in MT, potentially other states"
Vess Oil Corporation,"Oil company with active lease in MT, potentially other states"
McRae & Henry Ltd,"Oil company with active lease in MT, potentially other states"
Rincon Oil & Gas LLC,"Oil company with active lease in MT, potentially other states"
Burlington Resources Oil & Gas Company LP,"Oil company with active lease in MT, potentially other states"
Bowline Energy LLC,"Oil company with active lease in MT, potentially other states"
"Primary Petroleum Company USA, Inc.","Oil company with active lease in MT, potentially other states"
DNR Oil & Gas Inc.,"Oil company with active lease in MT, potentially other states"
"Yellowstone Petroleums, Inc.","Oil company with active lease in MT, potentially other states"
"Summit Gas Resources, Inc.","Oil company with active lease in MT, potentially other states"
"Beartooth Energy, LLC","Oil company with active lease in MT, potentially other states"
"Big Sky Energy, LLC","Oil company with active lease in MT, potentially other states"
LaMarsa Corp.,"Oil company with active lease in MT, potentially other states"
A. B. Energy LLC,"Oil company with active lease in MT, potentially other states"
"Contango Resources, Inc.","Oil company with active lease in MT, potentially other states"
Montana Heartland LLC,"Oil company with active lease in MT, potentially other states"
Chippewa Cree Tribe,"Oil company with active lease in MT, potentially other states"
Legacy Reserves Operating LP,"Oil company with active lease in MT, potentially other states"
Highlands Montana Corporation,"Oil company with active lease in MT, potentially other states"
"Wexco Exploration, LLC","Oil company with active lease in MT, potentially other states"
Eagle Oil & Gas Co.,"Oil company with active lease in MT, potentially other states"
Oasis Petroleum North America LLC,"Oil company with active lease in MT, potentially other states"
XOIL Inc.,"Oil company with active lease in MT, potentially other states"
McOil Montana One LLC,"Oil company with active lease in MT, potentially other states"
"BTA Oil Producers, LLC","Oil company with active lease in MT, potentially other states"
Foster Energy Group L.L.C.,"Oil company with active lease in MT, potentially other states"
"Brown, J. Burns Operating Company","Oil company with active lease in MT, potentially other states"
New Horizon Resources LLC,"Oil company with active lease in MT, potentially other states"
Sage Creek Colony,"Oil company with active lease in MT, potentially other states"
Genesis ST Operating LLC,"Oil company with active lease in MT, potentially other states"
Ballantyne Ventures LLC,"Oil company with active lease in MT, potentially other states"
"Nine Point Energy, LLC","Oil company with active lease in MT, potentially other states"
"Ritter, Laber & Associates, Inc.","Oil company with active lease in MT, potentially other states"
Galuska Exploration & Production LLC,"Oil company with active lease in MT, potentially other states"
Manuel Corporation,"Oil company with active lease in MT, potentially other states"
Denmark Resources Inc.,"Oil company with active lease in MT, potentially other states"
"Blackjack Oil, Inc.","Oil company with active lease in MT, potentially other states"
"Lyon, John J.","Oil company with active lease in MT, potentially other states"
Whiting Oil and Gas Corporation,"Oil company with active lease in MT, potentially other states"
Synergy Offshore LLC,"Oil company with active lease in MT, potentially other states"
City of Baker,"Oil company with active lease in MT, potentially other states"
"Hammond Valley Colony, Inc.","Oil company with active lease in MT, potentially other states"
"Canyon Natural Gas, LLC","Oil company with active lease in MT, potentially other states"
Shadco,"Oil company with active lease in MT, potentially other states"
Montana Land & Mineral Co.,"Oil company with active lease in MT, potentially other states"
"Tempel Contracting, Inc.","Oil company with active lease in MT, potentially other states"
"Montana Oil & Gas, LLC","Oil company with active lease in MT, potentially other states"
"MCR, LLC","Oil company with active lease in MT, potentially other states"
"EOG Resources, Inc.","Oil company with active lease in MT, potentially other states"
"Glacier Minerals, LLC","Oil company with active lease in MT, potentially other states"
"Intermountain Leasing, Inc.","Oil company with active lease in MT, potentially other states"
Slawson Exploration Company Inc,"Oil company with active lease in MT, potentially other states"
Digital Operating Company LLC,"Oil company with active lease in MT, potentially other states"
"Petro-Hunt, LLC","Oil company with active lease in MT, potentially other states"
"EnergyQuest II, LLC","Oil company with active lease in MT, potentially other states"
Croft Petroleum Co.,"Oil company with active lease in MT, potentially other states"
Onshore Holdings LLC,"Oil company with active lease in MT, potentially other states"
"Grizzly Operating, LLC","Oil company with active lease in MT, potentially other states"
Scout Energy Management LLC,"Oil company with active lease in MT, potentially other states"
"White Rock Oil & Gas, LLC","Oil company with active lease in MT, potentially other states"
Mountain Pacific General Inc.,"Oil company with active lease in MT, potentially other states"
"Saco, Town Of","Oil company with active lease in MT, potentially other states"
"Three Forks Resources, LLC","Oil company with active lease in MT, potentially other states"
United States Energy Corp.,"Oil company with active lease in MT, potentially other states"
"Coolidge, G. B., Inc.","Oil company with active lease in MT, potentially other states"
"Balko, Inc.","Oil company with active lease in MT, potentially other states"
Sector Resources (II) Ltd.,"Oil company with active lease in MT, potentially other states"
"Montalban Oil & Gas Operations, Inc.","Oil company with active lease in MT, potentially other states"
Citation Oil & Gas Corp.,"Oil company with active lease in MT, potentially other states"
"Nelson, Donel or Patterson, Kristin S.","Oil company with active lease in MT, potentially other states"
"G/S Producing, Inc.","Oil company with active lease in MT, potentially other states"
Abraxas Petroleum Corporation,"Oil company with active lease in MT, potentially other states"
True Oil LLC,"Oil company with active lease in MT, potentially other states"
"Stratex Oil and Gas, Inc.","Oil company with active lease in MT, potentially other states"
"Cowry Enterprises, Ltd.","Oil company with active lease in MT, potentially other states"
"TAQA USA, Inc.","Oil company with active lease in MT, potentially other states"
Topaz Oil & Gas Inc,"Oil company with active lease in MT, potentially other states"
Cline Production Company,"Oil company with active lease in MT, potentially other states"
Shakespeare Oil Co Inc,"Oil company with active lease in MT, potentially other states"
"Bayswater Exploration & Production, LLC","Oil company with active lease in MT, potentially other states"
Great Northern Drilling Company,"Oil company with active lease in MT, potentially other states"
"Stephens Production Company, LLC","Oil company with active lease in MT, potentially other states"
U Bee Tea Production LLC,"Oil company with active lease in MT, potentially other states"
Aikins Drilling Company,"Oil company with active lease in MT, potentially other states"
"Antelope Resources, Inc.","Oil company with active lease in MT, potentially other states"
Apex Energy LLC,"Oil company with active lease in MT, potentially other states"
Baldwin Lynch Energy Corp.,"Oil company with active lease in MT, potentially other states"
"Behm Energy, Inc.","Oil company with active lease in MT, potentially other states"
"Bensun Energy, LLC","Oil company with active lease in MT, potentially other states"
Beren Corporation,"Oil company with active lease in MT, potentially other states"
Berexco LLC,"Oil company with active lease in MT, potentially other states"
"Big Gully Oil, LLC","Oil company with active lease in MT, potentially other states"
Big Snowy Resources LP,"Oil company with active lease in MT, potentially other states"
Blackfeet Tribe,"Oil company with active lease in MT, potentially other states"
"Bluebird Energy, LLC","Oil company with active lease in MT, potentially other states"
"Briscoe Petroleum, LLC","Oil company with active lease in MT, potentially other states"
Carrell Oil Company Dba Coco,"Oil company with active lease in MT, potentially other states"
Cat Creek Holdings LLC,"Oil company with active lease in MT, potentially other states"
"Clay's Consulting, LLC","Oil company with active lease in MT, potentially other states"
Colossus Operating LLC,"Oil company with active lease in MT, potentially other states"
"Columbia Petroleum, Ltd.","Oil company with active lease in MT, potentially other states"
"Coolidge, Paul","Oil company with active lease in MT, potentially other states"
"Coolidge, Tim & Billiette","Oil company with active lease in MT, potentially other states"
"Coolidge, Timothy J & Billiette Nebel","Oil company with active lease in MT, potentially other states"
"Danielson, Patricia","Oil company with active lease in MT, potentially other states"
Delphi International Inc.,"Oil company with active lease in MT, potentially other states"
Diamond Halo Group LLC,"Oil company with active lease in MT, potentially other states"
"Drawings, LLC","Oil company with active lease in MT, potentially other states"
"Endeavor Energy Resources, LP","Oil company with active lease in MT, potentially other states"
Enneberg Oil & Gas,"Oil company with active lease in MT, potentially other states"
Five-J.A.B. Inc.,"Oil company with active lease in MT, potentially other states"
"Gallup City Oil, LLC","Oil company with active lease in MT, potentially other states"
"Garman Stripper Wells, LLC","Oil company with active lease in MT, potentially other states"
"Glacier Production, Inc.","Oil company with active lease in MT, potentially other states"
"Grand Resources, Ltd.","Oil company with active lease in MT, potentially other states"
"Grey Wolf Production Company, Inc.","Oil company with active lease in MT, potentially other states"
"Hawkins, Robert S.","Oil company with active lease in MT, potentially other states"
Hawley & Desimon,"Oil company with active lease in MT, potentially other states"
"Hawley Hydrocarbons, Merrill&Carol Hawley Dba","Oil company with active lease in MT, potentially other states"
Hawley Oil Company,"Oil company with active lease in MT, potentially other states"
"Hinto Energy, LLC","Oil company with active lease in MT, potentially other states"
Homestake Oil & Gas Co.,"Oil company with active lease in MT, potentially other states"
"Huntington Energy, LLC","Oil company with active lease in MT, potentially other states"
"Impact Global Resources, LLC","Oil company with active lease in MT, potentially other states"
"Jake Oil, LLC","Oil company with active lease in MT, potentially other states"
"Karsted Operating, LLC","Oil company with active lease in MT, potentially other states"
Kelly Oil and Gas LLC,"Oil company with active lease in MT, potentially other states"
King-Sherwood Oil,"Oil company with active lease in MT, potentially other states"
"Knaup, Harry J. & Lucille","Oil company with active lease in MT, potentially other states"
"Lowrance Company, The","Oil company with active lease in MT, potentially other states"
"McPhillips, Bernice","Oil company with active lease in MT, potentially other states"
"Midway Energy, LLC","Oil company with active lease in MT, potentially other states"
Misc Oil Co,"Oil company with active lease in MT, potentially other states"
"MLB, LLC","Oil company with active lease in MT, potentially other states"
"Montana Oil Field Acquisition I, LLC","Oil company with active lease in MT, potentially other states"
Murex Petroleum Corp.,"Oil company with active lease in MT, potentially other states"
Nearburg Producing Company,"Oil company with active lease in MT, potentially other states"
"Noah Energy, Inc.","Oil company with active lease in MT, potentially other states"
"North Range Exploration, LLC","Oil company with active lease in MT, potentially other states"
Northern Producing LLC,"Oil company with active lease in MT, potentially other states"
Okie Crude Company,"Oil company with active lease in MT, potentially other states"
Painted Pegasus Petroleum LLC dba P3 Petroleum LLC,"Oil company with active lease in MT, potentially other states"
"Pamect Oil, Keith E. Tyner Dba","Oil company with active lease in MT, potentially other states"
PARMT LLC,"Oil company with active lease in MT, potentially other states"
"Parsell, RF Partnership","Oil company with active lease in MT, potentially other states"
"Pearson, Gabriel","Oil company with active lease in MT, potentially other states"
Petro-Sentinel LLC,"Oil company with active lease in MT, potentially other states"
Petrox Petroleum Company,"Oil company with active lease in MT, potentially other states"
Petrox Petroleum Company,"Oil company with active lease in MT, potentially other states"
"Phoenix Energy, Inc.","Oil company with active lease in MT, potentially other states"
Pondera Partners Limited Partnership,"Oil company with active lease in MT, potentially other states"
Poplar Resources LLC,"Oil company with active lease in MT, potentially other states"
"Provident Energy Of Montana, LLC","Oil company with active lease in MT, potentially other states"
"Quinque Oil, LLC","Oil company with active lease in MT, potentially other states"
"R.C.S. Oil, Inc.","Oil company with active lease in MT, potentially other states"
"Ranch Oil Company, Inc.","Oil company with active lease in MT, potentially other states"
"Rech, Mitchell L.","Oil company with active lease in MT, potentially other states"
"Ritchie Exploration, Inc.","Oil company with active lease in MT, potentially other states"
"Robert Hawkins, Inc.","Oil company with active lease in MT, potentially other states"
"Rock Creek Oil, Inc.","Oil company with active lease in MT, potentially other states"
Roland Oil and Gas,"Oil company with active lease in MT, potentially other states"
"S & L Energy, Inc.C/O John D. Lawrence, Jr.","Oil company with active lease in MT, potentially other states"
"SDOCO, LLC","Oil company with active lease in MT, potentially other states"
"Seymour, James & Lorraine","Oil company with active lease in MT, potentially other states"
"Seymour, James G.","Oil company with active lease in MT, potentially other states"
"Slohcin, Inc.","Oil company with active lease in MT, potentially other states"
"Smith, Loren E. And Foster, Chas. P.","Oil company with active lease in MT, potentially other states"
"Soap Creek Associates, Inc.","Oil company with active lease in MT, potentially other states"
"Sonkar, Inc.","Oil company with active lease in MT, potentially other states"
"Stalking Horse Energy, LLC","Oil company with active lease in MT, potentially other states"
"Sun Coulee, LLC","Oil company with active lease in MT, potentially other states"
"TNT Oil, LLC","Oil company with active lease in MT, potentially other states"
TOI Operating,"Oil company with active lease in MT, potentially other states"
"Tomahawk Oil Company, Inc.","Oil company with active lease in MT, potentially other states"
Heritage Foundation,Project 2025 ties
1792 Exchange,Project 2025 coalition partner
American Accountability Foundation,Project 2025 coalition partner
American Association of Pro-Life Obstetricians and Gynecologists,Project 2025 coalition partner
Alabama Policy Institute,Project 2025 coalition partner
Alliance Defending Freedom,Project 2025 coalition partner
ACLJ Action,Project 2025 coalition partner
American Commitment,Project 2025 coalition partner
American Compass,Project 2025 coalition partner
American Cornerstone Institute,Project 2025 coalition partner
The American Conservative,Project 2025 coalition partner
American Council of Trustees and Alumni,Project 2025 coalition partner
American Family Association,Project 2025 coalition partner
America First Legal,Project 2025 coalition partner
American Juris Link,Project 2025 coalition partner
American Legislative Exchange Council,Project 2025 coalition partner
The American Main Street Initiative,Project 2025 coalition partner
American Moment,Project 2025 coalition partner
American Principles Project,Project 2025 coalition partner
The American Family Project,Project 2025 coalition partner
The American Redistricting Project,Project 2025 coalition partner
Americans United for Life,Project 2025 coalition partner
AMAC Action,Project 2025 coalition partner
California Family Council,Project 2025 coalition partner
Centennial Institute,Project 2025 coalition partner
Center for a Secure Free Society,Project 2025 coalition partner
Center for Equal Opportunity,Project 2025 coalition partner
Center for Family and Human Rights,Project 2025 coalition partner
Center for Immigration Studies,Project 2025 coalition partner
Center for Military Readiness,Project 2025 coalition partner
Center for Renewing America,Project 2025 coalition partner
Citizens Against Government Waste,Project 2025 coalition partner
The Claremont Institute,Project 2025 coalition partner
Coalition for a Prosperous America,Project 2025 coalition partner
Competitive Enterprise Institute,Project 2025 coalition partner
Concerned Women for America,Project 2025 coalition partner
Conservative Partnership Institute,Project 2025 coalition partner
Defense of Freedom Institute,Project 2025 coalition partner
Discovery Institute,Project 2025 coalition partner
Eagle Forum,Project 2025 coalition partner
Ethics and Public Policy Center,Project 2025 coalition partner
Fairer America,Project 2025 coalition partner
Family Policy Alliance,Project 2025 coalition partner
Family Research Council,Project 2025 coalition partner
Feds for Freedom,Project 2025 coalition partner
First Liberty Institute,Project 2025 coalition partner
For America,Project 2025 coalition partner
Forge Leadership Network,Project 2025 coalition partner
Foundation for American Innovation,Project 2025 coalition partner
Foundation for Defense of Democracies,Project 2025 coalition partner
Foundation for Government Accountability,Project 2025 coalition partner
Freedom’s Journal Institute,Project 2025 coalition partner
The Frederick Douglass Foundation,Project 2025 coalition partner
Calvert Task Group,Project 2025 coalition partner
The Heartland Institute,Project 2025 coalition partner
The Heritage Foundation,Project 2025 coalition partner
MacArthur Society of West Point Graduates,Project 2025 coalition partner
Hillsdale College,Project 2025 coalition partner
Honest Elections Project,Project 2025 coalition partner
Independent Women’s Forum,Project 2025 coalition partner
Institute for Education Reform,Project 2025 coalition partner
Institute for Energy Research,Project 2025 coalition partner
Institute for the American Worker,Project 2025 coalition partner
The Institute for Women’s Health,Project 2025 coalition partner
Intercollegiate Studies Institute,Project 2025 coalition partner
Dr. James Dobson Family Institute,Project 2025 coalition partner
The James Madison Institute,Project 2025 coalition partner
